firm_id,month,nace_code.x,region_code.x,employees_monthly,nace_code.y,region_code.y,turnover_monthly,region_code,nace_code,legal_form,employees_firm,foundation_year,revenue_last_year,turnover_yoy,emp_growth,productivity,month_num,seasonal_index
F00183,2023-01-01,I56,R07,16,I56,R07,184484.68,R07,I56,GmbH,27,1966,158457.86,NA,NA,11530.2925,1,3.3069725913157244
F00184,2023-01-01,G47,R09,15,G47,R09,11491.02,R09,G47,AG,18,1976,132890.99,NA,NA,766.068,1,0.4071595010878621
F00185,2023-01-01,H49,R08,29,H49,R08,47703,R08,H49,KG,24,1971,307962.23,NA,NA,1644.9310344827586,1,1.2050229371500492
F00186,2023-01-01,I55,R07,19,I55,R07,13136.32,R07,I55,AG,25,2005,274705.88,NA,NA,691.3852631578948,1,0.27036806496359334
F00187,2023-01-01,I56,R02,12,I56,R02,29912.27,R02,I56,GmbH,17,2017,249127.1,NA,NA,2492.6891666666666,1,0.7443958815460135
F00188,2023-01-01,C29,R04,15,C29,R04,80114.6,R04,C29,KG,31,1994,90711.79,NA,NA,5340.973333333333,1,1.5103194009686858
F00189,2023-01-01,I56,R07,22,I56,R07,349524.55,R07,I56,OHG,22,1970,42793.23,NA,NA,15887.479545454546,1,5.678330086032301
F00190,2023-01-01,C29,R03,21,C29,R03,52224.72,R03,C29,OHG,27,1979,768412.69,NA,NA,2486.8914285714286,1,1.0307959465076701
F00191,2023-01-01,C10,R04,24,C10,R04,38796.67,R04,C10,Einzelunternehmen,23,1970,139781.33,NA,NA,1616.5279166666667,1,1.052832246496782
F00192,2023-01-01,C29,R05,20,C29,R05,62609.08,R05,C29,Einzelunternehmen,32,2006,163076.06,NA,NA,3130.454,1,0.9848158491040497
F00193,2023-01-01,C29,R02,16,C29,R02,75278.91,R02,C29,Einzelunternehmen,21,1985,122039.41,NA,NA,4704.931875,1,1.23116275381089
F00194,2023-01-01,C10,R01,21,C10,R01,14641.45,R01,C10,GmbH,45,1991,129756.37,NA,NA,697.2119047619047,1,0.4804732061122457
F00195,2023-01-01,C10,R01,20,C10,R01,11065.06,R01,C10,KG,31,1981,176661.54,NA,NA,553.2529999999999,1,0.2148839904624263
F00196,2023-01-01,C29,R05,26,C29,R05,64029.82,R05,C29,OHG,27,2022,66124.39,NA,NA,2462.6853846153845,1,1.0121389438467197
F00197,2023-01-01,C29,R10,25,C29,R10,79492.64,R10,C29,GmbH,23,1974,523827.06,NA,NA,3179.7056,1,1.5659394174530454
F00198,2023-01-01,C10,R05,20,C10,R05,12341.56,R05,C10,KG,37,1992,212164.08,NA,NA,617.078,1,0.3601233411717332
F00199,2023-01-01,G47,R06,22,G47,R06,16393.9,R06,G47,KG,17,2000,506979.59,NA,NA,745.1772727272728,1,0.3167240913168741
F00200,2023-01-01,H49,R04,19,H49,R04,51216.88,R04,H49,Einzelunternehmen,28,1990,107275.65,NA,NA,2695.6252631578946,1,0.6894602672635711
F00201,2023-01-01,H49,R09,20,H49,R09,8163.73,R09,H49,Einzelunternehmen,20,2006,166762.05,NA,NA,408.18649999999997,1,0.17629894615748787
F00202,2023-01-01,I55,R04,15,I55,R04,19877.42,R04,I55,Einzelunternehmen,21,2005,38682.54,NA,NA,1325.1613333333332,1,0.5543469242650708
F00203,2023-01-01,G47,R07,23,G47,R07,44605.74,R07,G47,OHG,29,1984,22847.36,NA,NA,1939.3799999999999,1,1.2845935685710579
F00204,2023-01-01,C29,R02,19,C29,R02,36514.96,R02,C29,OHG,34,1991,60082.16,NA,NA,1921.84,1,0.607332868410444
F00205,2023-01-01,C10,R09,21,C10,R09,19260.08,R09,C10,AG,29,2011,217391.23,NA,NA,917.1466666666668,1,0.2442373275703201
F00206,2023-01-01,I55,R10,21,I55,R10,38031.1,R10,I55,GmbH,18,2011,536742.2,NA,NA,1811.0047619047618,1,0.8085698841800905
F00207,2023-01-01,I55,R06,12,I55,R06,75579.67,R06,I55,KG,25,2012,822014.05,NA,NA,6298.305833333333,1,1.0927656360383189
F00208,2023-01-01,G47,R02,22,G47,R02,84902.98,R02,G47,OHG,27,1968,72594.77,NA,NA,3859.2263636363637,1,1.2878729302858958
F00209,2023-01-01,I55,R03,25,I55,R03,25529.54,R03,I55,GmbH,25,1972,158097.63,NA,NA,1021.1816,1,0.625015974550399
F00210,2023-01-01,H49,R08,13,H49,R08,31038.06,R08,H49,Einzelunternehmen,26,1965,69896.93,NA,NA,2387.543076923077,1,0.7203795319120344
F00211,2023-01-01,C10,R09,15,C10,R09,30268.76,R09,C10,AG,20,2008,64166.16,NA,NA,2017.9173333333333,1,0.6095820885482953
F00212,2023-01-01,I56,R06,11,I56,R06,50717.6,R06,I56,GmbH,28,2013,125649.57,NA,NA,4610.690909090909,1,1.2476738516748094
F00213,2023-01-01,H49,R04,9,H49,R04,8666.1,R04,H49,Einzelunternehmen,27,1985,48992.66,NA,NA,962.9000000000001,1,0.24186411278674985
F00214,2023-01-01,I55,R02,21,I55,R02,46115.98,R02,I55,OHG,32,1968,169718.6,NA,NA,2195.999047619048,1,0.7816417611281054
F00215,2023-01-01,H49,R04,17,H49,R04,41153.76,R04,H49,GmbH,28,1972,73115.37,NA,NA,2420.809411764706,1,1.6720904872465991
F00216,2023-01-01,H49,R05,29,H49,R05,23758.37,R05,H49,KG,17,1997,611159.01,NA,NA,819.2541379310344,1,0.5651346625018427
F00217,2023-01-01,H49,R10,22,H49,R10,41217.32,R10,H49,AG,22,1991,93121.24,NA,NA,1873.5145454545454,1,0.7005776227202606
F00218,2023-01-01,G47,R04,19,G47,R04,5446.44,R04,G47,KG,21,2002,217299.85,NA,NA,286.65473684210525,1,0.11552545766671285
F00219,2023-01-01,G47,R04,13,G47,R04,27345.92,R04,G47,OHG,25,1985,1339902.37,NA,NA,2103.5323076923078,1,0.5038865244079923
F00220,2023-01-01,G47,R02,14,G47,R02,59004.36,R02,G47,AG,21,1968,234462.63,NA,NA,4214.597142857143,1,1.0916270054793622
F00221,2023-01-01,C10,R10,28,C10,R10,9931.59,R10,C10,Einzelunternehmen,24,1975,206169.51,NA,NA,354.69964285714286,1,0.409366957099159
F00222,2023-01-01,G47,R02,25,G47,R02,76122.19,R02,G47,GmbH,22,1976,31025.77,NA,NA,3044.8876,1,0.8974293124171827
F00223,2023-01-01,I56,R02,19,I56,R02,66240.92,R02,I56,KG,20,1986,178348.75,NA,NA,3486.3642105263157,1,1.0932637073247389
F00224,2023-01-01,I56,R03,20,I56,R03,79250.08,R03,I56,KG,27,2000,241083.62,NA,NA,3962.504,1,1.5760039831264667
F00225,2023-01-01,H49,R09,18,H49,R09,36625.11,R09,H49,AG,23,1992,273227.42,NA,NA,2034.7283333333335,1,1.1704489141462453
F00226,2023-01-01,G47,R09,17,G47,R09,46063.98,R09,G47,Einzelunternehmen,26,2020,342330.04,NA,NA,2709.6458823529415,1,1.0506548576918275
F00227,2023-01-01,C29,R07,17,C29,R07,113859.25,R07,C29,GmbH,31,1980,112437.98,NA,NA,6697.60294117647,1,2.5805221047523004
F00228,2023-01-01,H49,R08,19,H49,R08,22497.07,R08,H49,GmbH,32,2014,841490.96,NA,NA,1184.0563157894737,1,0.6081614542844967
F00229,2023-01-01,H49,R07,20,H49,R07,26675.11,R07,H49,KG,23,1992,43774.88,NA,NA,1333.7555,1,0.6032736990035114
F00230,2023-01-01,I56,R08,25,I56,R08,50456.26,R08,I56,KG,33,2021,187709.96,NA,NA,2018.2504000000001,1,0.7339640390118826
F00231,2023-01-01,H49,R06,23,H49,R06,53448.92,R06,H49,KG,18,1991,130719.58,NA,NA,2323.8660869565215,1,0.9813312117137879
F00232,2023-01-01,C10,R01,26,C10,R01,46163.57,R01,C10,KG,27,1975,21890.45,NA,NA,1775.521923076923,1,1.1080148530353724
F00233,2023-01-01,I56,R08,22,I56,R08,42068.11,R08,I56,OHG,27,2001,109661.05,NA,NA,1912.1868181818181,1,1.122875087969062
F00234,2023-01-01,H49,R10,22,H49,R10,200423.96,R10,H49,OHG,28,2008,267873.77,NA,NA,9110.18,1,3.1793006374761523
F00235,2023-01-01,C10,R01,24,C10,R01,10077.34,R01,C10,KG,35,1993,401364.08,NA,NA,419.88916666666665,1,0.14607944238587503
F00236,2023-01-01,H49,R06,16,H49,R06,34034.48,R06,H49,KG,28,2004,27647.59,NA,NA,2127.155,1,0.8258116237521952
F00237,2023-01-01,I56,R07,31,I56,R07,103314.21,R07,I56,Einzelunternehmen,29,1978,187787.47,NA,NA,3332.7164516129033,1,2.2969610712163613
F00238,2023-01-01,H49,R09,22,H49,R09,15990.83,R09,H49,Einzelunternehmen,24,2010,305608.22,NA,NA,726.8559090909091,1,0.26777307340170947
F00239,2023-01-01,C10,R03,25,C10,R03,126698.76,R03,C10,GmbH,23,1990,62619.25,NA,NA,5067.9504,1,2.0007727606413983
F00240,2023-01-01,I55,R03,19,I55,R03,9425.55,R03,I55,AG,29,2009,94402.4,NA,NA,496.08157894736837,1,0.2639162181402762
F00241,2023-01-01,C10,R01,17,C10,R01,36432.56,R01,C10,Einzelunternehmen,38,2020,78515.13,NA,NA,2143.0917647058823,1,0.6207000594675081
F00242,2023-01-01,C10,R09,26,C10,R09,24962.81,R09,C10,OHG,32,1966,90670.58,NA,NA,960.108076923077,1,0.5007756909544349
F00243,2023-01-01,C10,R09,28,C10,R09,44248.21,R09,C10,Einzelunternehmen,17,1978,125302,NA,NA,1580.2932142857142,1,1.1434687033953048
F00244,2023-01-01,I55,R10,16,I55,R10,61995.89,R10,I55,OHG,21,2018,68839.97,NA,NA,3874.743125,1,1.0693863424187318
F00245,2023-01-01,I56,R10,22,I56,R10,46695.13,R10,I56,Einzelunternehmen,31,1992,180265.09,NA,NA,2122.505909090909,1,0.6535125349580824
F00246,2023-01-01,C29,R08,17,C29,R08,157498.42,R08,C29,AG,27,2013,123552.96,NA,NA,9264.61294117647,1,2.6119595058742178
F00247,2023-01-01,H49,R09,16,H49,R09,158245.64,R09,H49,GmbH,19,1979,298973.36,NA,NA,9890.3525,1,3.4982103922591152
F00248,2023-01-01,H49,R01,18,H49,R01,15756.33,R01,H49,AG,26,1975,536923.62,NA,NA,875.3516666666667,1,0.31735129072908086
F00249,2023-01-01,C10,R10,19,C10,R10,131491.34,R10,C10,GmbH,32,1971,135268.58,NA,NA,6920.596842105263,1,2.581981478282731
F00250,2023-01-01,I56,R01,26,I56,R01,51652.73,R01,I56,OHG,34,2018,318824.11,NA,NA,1986.6434615384617,1,1.2119518888742264
F00251,2023-01-01,I55,R06,18,I55,R06,15778.18,R06,I55,AG,30,2003,279906.9,NA,NA,876.5655555555555,1,0.26813687275556747
F00252,2023-01-01,C10,R06,12,C10,R06,25820.61,R06,C10,Einzelunternehmen,32,1983,426567.23,NA,NA,2151.7175,1,0.5676644468599374
F00253,2023-01-01,G47,R08,15,G47,R08,78801.55,R08,G47,KG,27,1976,197279.75,NA,NA,5253.4366666666665,1,1.730457139317451
F00254,2023-01-01,I56,R02,15,I56,R02,82058.54,R02,I56,GmbH,27,2015,103540.72,NA,NA,5470.569333333333,1,1.3037498622043007
F00255,2023-01-01,G47,R03,24,G47,R03,23826.54,R03,G47,Einzelunternehmen,26,1995,47454.88,NA,NA,992.7725,1,0.3750443934533051
F00256,2023-01-01,I55,R09,23,I55,R09,28022.58,R09,I55,OHG,23,2005,864813.11,NA,NA,1218.373043478261,1,0.5058084702663926
F00257,2023-01-01,I55,R09,19,I55,R09,4597.23,R09,I55,Einzelunternehmen,28,1987,132001.64,NA,NA,241.9594736842105,1,0.1076921524236618
F00258,2023-01-01,I55,R03,16,I55,R03,47805.87,R03,I55,GmbH,28,1988,81250.22,NA,NA,2987.866875,1,0.4585957474352309
F00259,2023-01-01,C29,R09,15,C29,R09,88810.11,R09,C29,GmbH,25,1998,121789.59,NA,NA,5920.674,1,2.3827314029265088
F00260,2023-01-01,H49,R05,18,H49,R05,57697.57,R05,H49,AG,35,1986,59281.91,NA,NA,3205.4205555555554,1,0.7198618455822575
F00261,2023-01-01,H49,R02,20,H49,R02,38141.15,R02,H49,GmbH,26,1969,158196.75,NA,NA,1907.0575000000001,1,0.6782417039891125
F00262,2023-01-01,C29,R03,20,C29,R03,17409.85,R03,C29,KG,31,2020,47358.07,NA,NA,870.4925,1,0.7155270012050219
F00263,2023-01-01,I56,R05,21,I56,R05,23388.38,R05,I56,OHG,27,2012,395965.99,NA,NA,1113.732380952381,1,0.5809321941543303
F00264,2023-01-01,G47,R10,26,G47,R10,28814.68,R10,G47,Einzelunternehmen,28,1988,173805.31,NA,NA,1108.2569230769232,1,0.4020890881255658
F00265,2023-01-01,C29,R05,15,C29,R05,35762.55,R05,C29,GmbH,30,2011,141169.66,NA,NA,2384.17,1,1.1670181521104184
F00266,2023-01-01,G47,R06,19,G47,R06,12524.95,R06,G47,KG,28,1992,238039.91,NA,NA,659.2078947368421,1,0.31689434375705533
F00267,2023-01-01,C10,R03,25,C10,R03,27334.85,R03,C10,GmbH,26,1966,430779.65,NA,NA,1093.394,1,0.35109910399770516
F00268,2023-01-01,I56,R09,22,I56,R09,36802.63,R09,I56,AG,19,1987,570527.65,NA,NA,1672.846818181818,1,0.6438337865335896
F00269,2023-01-01,I56,R03,17,I56,R03,22961.78,R03,I56,OHG,33,2000,11478.75,NA,NA,1350.6929411764704,1,0.4839469304244626
F00270,2023-01-01,H49,R07,19,H49,R07,12922.9,R07,H49,Einzelunternehmen,30,1976,459624.09,NA,NA,680.1526315789473,1,0.41276160722004623
F00271,2023-01-01,I56,R01,12,I56,R01,59601.22,R01,I56,Einzelunternehmen,17,2022,729732.09,NA,NA,4966.768333333333,1,1.211226067788151
F00272,2023-01-01,C10,R01,21,C10,R01,49678.16,R01,C10,OHG,28,1979,334901.82,NA,NA,2365.626666666667,1,0.95378316161582
F00273,2023-01-01,G47,R01,17,G47,R01,34418.69,R01,G47,AG,23,1995,149282.05,NA,NA,2024.6288235294119,1,0.673541957077189
F00274,2023-01-01,I56,R05,27,I56,R05,21544.94,R05,I56,OHG,22,2019,173260.38,NA,NA,797.9607407407407,1,0.516618624770739
F00275,2023-01-01,G47,R06,23,G47,R06,62551.87,R06,G47,AG,28,1968,363203.54,NA,NA,2719.6465217391305,1,1.1512593451327704
F00276,2023-01-01,H49,R02,26,H49,R02,4178.1,R02,H49,AG,26,2022,462933.94,NA,NA,160.69615384615386,1,0.09469302815469338
F00277,2023-01-01,G47,R01,13,G47,R01,44620.79,R01,G47,GmbH,29,2002,377532.27,NA,NA,3432.368461538462,1,0.9596900398003356
F00278,2023-01-01,H49,R09,23,H49,R09,60368.49,R09,H49,AG,38,2005,194828.69,NA,NA,2624.716956521739,1,1.153692855467928
F00279,2023-01-01,I55,R08,16,I55,R08,49738.74,R08,I55,KG,21,1971,102374.74,NA,NA,3108.67125,1,1.0557164919764894
F00280,2023-01-01,G47,R03,19,G47,R03,32222.06,R03,G47,OHG,22,1980,149801.15,NA,NA,1695.897894736842,1,0.7366436717106564
F00281,2023-01-01,C10,R03,24,C10,R03,217365.96,R03,C10,KG,20,1984,49861.12,NA,NA,9056.914999999999,1,2.315388196855754
F00282,2023-01-01,H49,R02,24,H49,R02,13169.92,R02,H49,GmbH,31,1982,447326.71,NA,NA,548.7466666666667,1,0.35767200010971933
F00283,2023-01-01,C10,R07,20,C10,R07,46228.1,R07,C10,KG,27,1977,610229.23,NA,NA,2311.4049999999997,1,0.9218477881930932
F00284,2023-01-01,C29,R04,17,C29,R04,61038.47,R04,C29,KG,24,1994,254939.71,NA,NA,3590.498235294118,1,1.8423904710045627
F00285,2023-01-01,C10,R05,17,C10,R05,60712,R05,C10,OHG,30,2001,103091.69,NA,NA,3571.294117647059,1,1.2246148759987174
F00286,2023-01-01,C29,R04,12,C29,R04,70987.02,R04,C29,Einzelunternehmen,21,1969,103450.64,NA,NA,5915.585,1,1.9076435720527682
F00287,2023-01-01,C10,R09,19,C10,R09,37035.16,R09,C10,KG,25,1993,51952.6,NA,NA,1949.2189473684211,1,0.5481503582196822
F00288,2023-01-01,C10,R03,20,C10,R03,39696.19,R03,C10,GmbH,19,1977,297611.85,NA,NA,1984.8095,1,0.9521227819109138
F00289,2023-01-01,C29,R09,26,C29,R09,70319.94,R09,C29,OHG,22,1982,235245.15,NA,NA,2704.613076923077,1,0.9244125980858211
F00290,2023-01-01,I55,R07,19,I55,R07,29509.67,R07,I55,OHG,20,1966,83506.36,NA,NA,1553.1405263157894,1,0.5418921049905611
F00291,2023-01-01,H49,R09,18,H49,R09,64261.74,R09,H49,AG,25,1996,559825.74,NA,NA,3570.0966666666664,1,0.9292604008352463
F00292,2023-01-01,G47,R08,25,G47,R08,30522.02,R08,G47,GmbH,23,2014,1492556.25,NA,NA,1220.8808,1,0.4445882338960531
F00293,2023-01-01,G47,R09,19,G47,R09,59976.7,R09,G47,Einzelunternehmen,27,2018,238558.11,NA,NA,3156.6684210526314,1,1.640983693161118
F00294,2023-01-01,H49,R04,25,H49,R04,100653.29,R04,H49,Einzelunternehmen,21,2016,103527.94,NA,NA,4026.1315999999997,1,1.8581017263751425
F00295,2023-01-01,C29,R05,16,C29,R05,10464.33,R05,C29,OHG,28,2019,219069.89,NA,NA,654.020625,1,0.2786879548360782
F00296,2023-01-01,G47,R01,15,G47,R01,125012.87,R01,G47,GmbH,26,1994,155125.61,NA,NA,8334.191333333332,1,2.5434292286024
F00297,2023-01-01,I56,R08,15,I56,R08,41204.1,R08,I56,OHG,24,1972,980417.84,NA,NA,2746.94,1,0.7377723821769482
F00298,2023-01-01,C29,R02,18,C29,R02,41618.76,R02,C29,KG,21,1996,57430.53,NA,NA,2312.1533333333336,1,1.007744960136761
F00299,2023-01-01,G47,R05,22,G47,R05,35628.75,R05,G47,Einzelunternehmen,25,1991,99325.61,NA,NA,1619.4886363636363,1,0.9563129741303299
F00300,2023-01-01,C10,R08,15,C10,R08,18333.66,R08,C10,OHG,30,2018,79709.48,NA,NA,1222.244,1,0.37674141334283345
F00301,2023-01-01,H49,R04,19,H49,R04,26627.11,R04,H49,OHG,26,1994,46360.63,NA,NA,1401.4268421052632,1,0.707901963679642
F00302,2023-01-01,H49,R06,24,H49,R06,27286.22,R06,H49,GmbH,34,2010,526510.41,NA,NA,1136.9258333333335,1,0.7352393635429059
F00303,2023-01-01,C10,R07,24,C10,R07,35001.57,R07,C10,OHG,24,1983,15426.19,NA,NA,1458.39875,1,0.819532805304715
F00304,2023-01-01,C29,R04,29,C29,R04,5083.74,R04,C29,GmbH,23,1974,217776.95,NA,NA,175.30137931034483,1,0.10879322405827112
F00305,2023-01-01,G47,R07,19,G47,R07,107368.47,R07,G47,KG,30,1993,30293.22,NA,NA,5650.972105263158,1,2.0721168787823916
F00306,2023-01-01,I56,R04,16,I56,R04,51752.65,R04,I56,OHG,14,1991,100553.99,NA,NA,3234.540625,1,1.1796880654163373
F00307,2023-01-01,I56,R08,14,I56,R08,20479.12,R08,I56,OHG,27,1981,22161.37,NA,NA,1462.7942857142857,1,0.4019042536776367
F00308,2023-01-01,I55,R09,20,I55,R09,41446.09,R09,I55,Einzelunternehmen,24,1996,141272.24,NA,NA,2072.3044999999997,1,0.9704017116270008
F00309,2023-01-01,C29,R03,9,C29,R03,29710.68,R03,C29,Einzelunternehmen,19,1981,95380.64,NA,NA,3301.1866666666665,1,0.5416215021914114
F00310,2023-01-01,I55,R04,20,I55,R04,38040.1,R04,I55,Einzelunternehmen,24,2011,2010946.46,NA,NA,1902.0049999999999,1,1.0042930510971029
F00311,2023-01-01,I56,R06,22,I56,R06,17326.85,R06,I56,KG,32,2007,339460.48,NA,NA,787.5840909090908,1,0.3833385625774592
F00312,2023-01-01,C10,R05,23,C10,R05,33387.05,R05,C10,Einzelunternehmen,19,1986,239068.45,NA,NA,1451.6108695652176,1,0.9536455601220398
F00313,2023-01-01,I56,R09,19,I56,R09,17020.6,R09,I56,OHG,20,1974,123143.59,NA,NA,895.8210526315788,1,0.30976684830197815
F00314,2023-01-01,G47,R05,20,G47,R05,73516.56,R05,G47,KG,31,1967,458778.42,NA,NA,3675.828,1,1.9205545416619978
F00315,2023-01-01,C10,R08,19,C10,R08,49560.7,R08,C10,AG,26,2013,268701.34,NA,NA,2608.457894736842,1,0.9537642710408
F00316,2023-01-01,H49,R03,25,H49,R03,112503.26,R03,H49,AG,21,1978,245097.98,NA,NA,4500.1304,1,2.6824615720371514
F00317,2023-01-01,I55,R03,22,I55,R03,11787.31,R03,I55,OHG,18,1971,96535.49,NA,NA,535.7868181818181,1,0.26428262273108216
F00318,2023-01-01,C10,R06,18,C10,R06,35688.28,R06,C10,Einzelunternehmen,20,2010,244512.08,NA,NA,1982.6822222222222,1,0.6483029502748199
F00319,2023-01-01,G47,R01,27,G47,R01,24869.46,R01,G47,Einzelunternehmen,27,1969,309388.22,NA,NA,921.0911111111111,1,0.42076802914681294
F00320,2023-01-01,I55,R07,25,I55,R07,56760.08,R07,I55,OHG,37,2022,24267.17,NA,NA,2270.4032,1,1.0387400286656585
F00321,2023-01-01,C10,R03,13,C10,R03,26368.85,R03,C10,KG,24,2006,166345.71,NA,NA,2028.3730769230767,1,0.8284402722159191
F00322,2023-01-01,H49,R09,22,H49,R09,53149.31,R09,H49,Einzelunternehmen,28,2007,300321.55,NA,NA,2415.877727272727,1,1.1495742806938514
F00323,2023-01-01,G47,R08,27,G47,R08,54028.74,R08,G47,OHG,31,2002,73958.43,NA,NA,2001.0644444444445,1,1.0480978801016347
F00324,2023-01-01,C10,R08,23,C10,R08,41997.66,R08,C10,KG,25,2000,246827.98,NA,NA,1825.9852173913046,1,0.8256528242790844
F00325,2023-01-01,C10,R03,20,C10,R03,81160.39,R03,C10,KG,17,1978,247491.61,NA,NA,4058.0195,1,0.8019367727372647
F00326,2023-01-01,C10,R02,20,C10,R02,40756.93,R02,C10,AG,25,1990,166920.17,NA,NA,2037.8465,1,0.9233566277303605
F00327,2023-01-01,C29,R09,21,C29,R09,36924.26,R09,C29,GmbH,28,2011,50500.18,NA,NA,1758.2980952380954,1,1.0176999272643485
F00328,2023-01-01,G47,R02,19,G47,R02,71507.88,R02,G47,KG,26,2022,117039.51,NA,NA,3763.5726315789475,1,1.012168259926646
F00329,2023-01-01,C10,R07,22,C10,R07,21124.25,R07,C10,GmbH,38,1972,92865.42,NA,NA,960.1931818181819,1,0.7244305102440969
F00330,2023-01-01,I56,R02,15,I56,R02,28044.5,R02,I56,AG,19,1985,70435.65,NA,NA,1869.6333333333334,1,0.43581711863544825
F00331,2023-01-01,C29,R06,22,C29,R06,22504.55,R06,C29,GmbH,29,1991,341003.95,NA,NA,1022.9340909090909,1,0.483700276866003
F00332,2023-01-01,I55,R01,24,I55,R01,42365.57,R01,I55,Einzelunternehmen,30,1982,50884.89,NA,NA,1765.2320833333333,1,0.6461309562656518
F00333,2023-01-01,H49,R03,23,H49,R03,32998.49,R03,H49,Einzelunternehmen,32,1991,293315.82,NA,NA,1434.7169565217391,1,0.9074099531431931
F00334,2023-01-01,C29,R05,18,C29,R05,6132.21,R05,C29,GmbH,17,1970,32620.14,NA,NA,340.67833333333334,1,0.13853283569849945
F00335,2023-01-01,H49,R09,22,H49,R09,9183.82,R09,H49,OHG,29,1967,227577.47,NA,NA,417.44636363636363,1,0.1822134500785845
F00336,2023-01-01,I56,R03,30,I56,R03,110133.46,R03,I56,OHG,26,1988,232571.52,NA,NA,3671.1153333333336,1,2.148514879814011
F00337,2023-01-01,I55,R07,13,I55,R07,87401.84,R07,I55,AG,29,1986,63862.95,NA,NA,6723.218461538461,1,1.7582289455070388
F00338,2023-01-01,I56,R06,22,I56,R06,47758.84,R06,I56,OHG,26,1989,169836.18,NA,NA,2170.8563636363633,1,1.1255307353337742
F00339,2023-01-01,I56,R01,21,I56,R01,94143.01,R01,I56,KG,30,1990,412976.63,NA,NA,4483.000476190476,1,1.5291829443185965
F00340,2023-01-01,C29,R05,26,C29,R05,19186.87,R05,C29,OHG,30,1974,104788.83,NA,NA,737.9565384615385,1,0.5056635518526078
F00341,2023-01-01,C10,R04,17,C10,R04,7415.24,R04,C10,KG,30,1983,166244.86,NA,NA,436.1905882352941,1,0.14369514129451857
F00342,2023-01-01,I55,R05,20,I55,R05,66602.69,R05,I55,Einzelunternehmen,26,2009,530134.66,NA,NA,3330.1345,1,1.7910280915174805
F00343,2023-01-01,I56,R07,31,I56,R07,31747.32,R07,I56,Einzelunternehmen,29,1977,242100.18,NA,NA,1024.1070967741935,1,0.903660947014147
F00344,2023-01-01,H49,R10,29,H49,R10,62962.98,R10,H49,OHG,24,1975,73480.34,NA,NA,2171.1372413793106,1,1.0403336576786821
F00345,2023-01-01,I56,R04,24,I56,R04,56789.53,R04,I56,OHG,25,1971,164745.68,NA,NA,2366.2304166666668,1,1.6367706249264444
F00346,2023-01-01,I55,R08,25,I55,R08,7776.32,R08,I55,Einzelunternehmen,24,2019,552523.07,NA,NA,311.0528,1,0.14152666379520953
F00347,2023-01-01,I56,R06,14,I56,R06,62632.91,R06,I56,GmbH,26,1968,405065.71,NA,NA,4473.779285714286,1,1.3651892728020254
F00348,2023-01-01,G47,R04,20,G47,R04,26745.6,R04,G47,AG,25,1974,184734.16,NA,NA,1337.28,1,0.9552497241597486
F00349,2023-01-01,I56,R08,18,I56,R08,36540.86,R08,I56,Einzelunternehmen,28,2006,105675.55,NA,NA,2030.0477777777778,1,0.5408343513002019
F00350,2023-01-01,I55,R01,20,I55,R01,21243.73,R01,I55,GmbH,19,1983,103720.36,NA,NA,1062.1865,1,0.723610276663641
F00351,2023-01-01,C29,R09,20,C29,R09,28890.3,R09,C29,GmbH,22,1973,87014.21,NA,NA,1444.5149999999999,1,0.6370565485271151
F00352,2023-01-01,C10,R06,25,C10,R06,7717.85,R06,C10,GmbH,34,1995,426852.57,NA,NA,308.714,1,0.2897875228802391
F00353,2023-01-01,H49,R02,22,H49,R02,41251.23,R02,H49,Einzelunternehmen,25,2008,233232.93,NA,NA,1875.0559090909092,1,0.4597878986430308
F00354,2023-01-01,I56,R03,20,I56,R03,27146.68,R03,I56,GmbH,27,1983,157597.44,NA,NA,1357.334,1,0.7384507321821724
F00355,2023-01-01,C29,R01,15,C29,R01,33650.7,R01,C29,Einzelunternehmen,31,2000,178788.47,NA,NA,2243.3799999999997,1,0.5204015055090532
F00356,2023-01-01,C10,R04,21,C10,R04,2699.28,R04,C10,Einzelunternehmen,26,1989,98289.44,NA,NA,128.53714285714287,1,0.0367081928181028
F00357,2023-01-01,G47,R05,26,G47,R05,391252.41,R05,G47,AG,26,1982,170806.1,NA,NA,15048.169615384615,1,4.833424110896082
F00358,2023-01-01,C10,R05,22,C10,R05,141733.76,R05,C10,Einzelunternehmen,28,1971,88739.31,NA,NA,6442.443636363637,1,2.3348146210406715
F00359,2023-01-01,I55,R09,20,I55,R09,12597.6,R09,I55,Einzelunternehmen,32,2004,342680.83,NA,NA,629.88,1,0.284418638862634
F00360,2023-01-01,C29,R02,13,C29,R02,35373.69,R02,C29,KG,32,2001,1131806.57,NA,NA,2721.0530769230772,1,0.6016314041623295
F00361,2023-01-01,H49,R09,15,H49,R09,99040.07,R09,H49,OHG,28,1967,83745.5,NA,NA,6602.671333333334,1,2.0593198330338596
F00362,2023-01-01,G47,R01,28,G47,R01,20923.31,R01,G47,AG,22,1999,1069739.08,NA,NA,747.2610714285714,1,0.463498085281987
F00363,2023-01-01,C10,R04,15,C10,R04,53680.31,R04,C10,KG,24,1996,55757.38,NA,NA,3578.6873333333333,1,1.000175436490849
F00364,2023-01-01,I55,R03,16,I55,R03,73239.76,R03,I55,OHG,23,1986,51008.99,NA,NA,4577.485,1,1.1313059332973718
F00365,2023-01-01,I55,R03,27,I55,R03,94723.32,R03,I55,Einzelunternehmen,23,1976,363765.52,NA,NA,3508.271111111111,1,1.9267284074826732
